ISSUE_DATE;FLIGHT_DATE_LOC;PAX_TYPE;REVENUE_AMOUNT;ORIG_CITY_CODE;DEST_CITY_CODE;ROUTE_FLIGHT_TYPE;FFP_FLAG;SALE_TYPE
2022-03-15 00:00:00;2022-05-09 00:00:00;AD;430;MRV;OVB;ВВЛ;FFP;OFFLINE
2022-03-28 00:00:00;2022-05-07 00:00:00;AD;430;MCX;MOW;ВВЛ;;OFFLINE
2022-03-29 00:00:00;2022-05-04 00:00:00;CHD;530;UUD;MOW;ВВЛ;;ONLINE
2022-03-18 00:00:00;2022-05-10 00:00:00;AD;400;VOG;MOW;ВВЛ;;ONLINE
2022-03-18 00:00:00;2022-05-08 00:00:00;AD;440;KVK;MOW;ВВЛ;FFP;ONLINE
2022-03-29 00:00:00;2022-05-13 00:00:00;AD;460;MOW;KEJ;ВВЛ;;ONLINE
2022-03-16 00:00:00;2022-05-02 00:00:00;AD;860;PKC;OVB;ВВЛ;;OFFLINE
2022-03-30 00:00:00;2022-05-11 00:00:00;AD;250;MOW;UFA;ВВЛ;;OFFLINE
2022-03-19 00:00:00;2022-05-11 00:00:00;AD;520;AER;OVB;ВВЛ;;ONLINE
2022-03-24 00:00:00;2022-05-13 00:00:00;AD;430;OVB;HTA;ВВЛ;FFP;ONLINE
2022-04-04 00:00:00;2022-05-21 00:00:00;AD;640;AER;OVB;ВВЛ;FFP;OFFLINE
2022-03-24 00:00:00;2022-05-10 00:00:00;AD;540;PKC;VVO;ВВЛ;FFP;ONLINE
2022-03-18 00:00:00;2022-05-01 00:00:00;AD;720;MOW;RGK;ВВЛ;;ONLINE
2022-03-16 00:00:00;2022-05-13 00:00:00;AD;600;OVB;UFA;ВВЛ;FFP;ONLINE
2022-03-18 00:00:00;2022-05-26 00:00:00;AD;730;OVB;PKC;ВВЛ;;OFFLINE
2022-03-15 00:00:00;2022-05-28 00:00:00;AD;410;MOW;AER;ВВЛ;;ONLINE
2022-03-18 00:00:00;2022-05-08 00:00:00;AD;460;MOW;BAX;ВВЛ;;ONLINE
2022-03-24 00:00:00;2022-05-08 00:00:00;AD;340;UUD;OVB;ВВЛ;;ONLINE
2022-03-29 00:00:00;2022-05-22 00:00:00;AD;390;ASF;MOW;ВВЛ;;OFFLINE
2022-03-30 00:00:00;2022-05-21 00:00:00;AD;480;MOW;ABA;ВВЛ;FFP;ONLINE
2022-03-24 00:00:00;2022-05-04 00:00:00;AD;350;OGZ;MOW;ВВЛ;;ONLINE
2022-04-06 00:00:00;2022-05-04 00:00:00;AD;890;OVB;GDX;ВВЛ;;OFFLINE
2022-03-30 00:00:00;2022-05-09 00:00:00;AD;410;OVB;LED;ВВЛ;FFP;ONLINE
2022-03-16 00:00:00;2022-05-06 00:00:00;AD;510;AER;OVB;ВВЛ;;ONLINE
2022-03-24 00:00:00;2022-05-27 00:00:00;AD;370;MOW;OGZ;ВВЛ;;OFFLINE
2022-03-29 00:00:00;2022-05-15 00:00:00;AD;380;OVB;MOW;ВВЛ;FFP;ONLINE
2022-03-18 00:00:00;2022-05-13 00:00:00;AD;490;MOW;BAX;ВВЛ;;ONLINE
2022-03-15 00:00:00;2022-05-01 00:00:00;AD;270;MOW;MMK;ВВЛ;;ONLINE
2022-03-13 00:00:00;2022-05-01 00:00:00;AD;300;KUF;MOW;ВВЛ;;ONLINE
2022-04-14 00:00:00;2022-05-15 00:00:00;AD;560;OVB;VVO;ВВЛ;;OFFLINE
2022-03-16 00:00:00;2022-05-03 00:00:00;CHD;530;MOW;UUD;ВВЛ;;ONLINE
2022-03-30 00:00:00;2022-05-16 00:00:00;AD;290;MOW;MMK;ВВЛ;FFP;ONLINE
2022-04-11 00:00:00;2022-05-24 00:00:00;AD;810;OVB;AER;ВВЛ;;OFFLINE
2022-04-09 00:00:00;2022-05-11 00:00:00;AD;610;OVB;YKS;ВВЛ;;OFFLINE
2022-03-30 00:00:00;2022-05-31 00:00:00;CHD;480;OVB;AER;ВВЛ;;OFFLINE
2022-03-25 00:00:00;2022-05-07 00:00:00;AD;540;AER;MOW;ВВЛ;;ONLINE
2022-04-15 00:00:00;2022-05-02 00:00:00;AD;510;IKT;OVB;ВВЛ;;OFFLINE
2022-03-25 00:00:00;2022-05-06 00:00:00;AD;410;MCX;OVB;ВВЛ;FFP;ONLINE
2022-04-22 00:00:00;2022-05-20 00:00:00;AD;750;MOW;IKT;ВВЛ;;OFFLINE
2022-03-30 00:00:00;2022-05-31 00:00:00;AD;330;MOW;MRV;ВВЛ;;ONLINE
2022-03-25 00:00:00;2022-05-01 00:00:00;AD;450;MOW;MMK;ВВЛ;;OFFLINE
2022-03-30 00:00:00;2022-05-04 00:00:00;AD;410;MOW;OVB;ВВЛ;FFP;ONLINE
2022-03-25 00:00:00;2022-05-24 00:00:00;AD;450;MRV;MOW;ВВЛ;;ONLINE
2022-03-17 00:00:00;2022-05-09 00:00:00;AD;590;UUD;MOW;ВВЛ;FFP;ONLINE
2022-03-31 00:00:00;2022-05-08 00:00:00;AD;700;AER;OVB;ВВЛ;FFP;ONLINE
2022-03-15 00:00:00;2022-05-07 00:00:00;AD;210;LED;MOW;ВВЛ;FFP;ONLINE
2022-03-26 00:00:00;2022-05-13 00:00:00;CHD;450;MOW;OMS;ВВЛ;;ONLINE
2022-03-26 00:00:00;2022-05-03 00:00:00;AD;490;MOW;AER;ВВЛ;FFP;ONLINE
2022-03-27 00:00:00;2022-05-15 00:00:00;AD;540;AER;OVB;ВВЛ;;OFFLINE
2022-05-07 00:00:00;2022-05-25 00:00:00;AD;560;OVB;MOW;ВВЛ;FFP;OFFLINE
2022-04-07 00:00:00;2022-05-30 00:00:00;AD;590;MOW;BQS;ВВЛ;;OFFLINE
2022-03-31 00:00:00;2022-05-24 00:00:00;AD;800;RGK;MOW;ВВЛ;;OFFLINE
2022-03-31 00:00:00;2022-05-05 00:00:00;AD;430;MOW;OGZ;ВВЛ;;OFFLINE
2022-04-01 00:00:00;2022-05-31 00:00:00;AD;540;AER;OVB;ВВЛ;;OFFLINE
2022-03-30 00:00:00;2022-05-11 00:00:00;AD;590;UUD;MOW;ВВЛ;FFP;ONLINE
2022-03-30 00:00:00;2022-05-10 00:00:00;CHD;240;MQF;OVB;ВВЛ;;ONLINE
2022-03-31 00:00:00;2022-05-18 00:00:00;AD;410;OVB;MOW;ВВЛ;FFP;ONLINE
2022-03-21 00:00:00;2022-05-27 00:00:00;AD;520;BAX;MOW;ВВЛ;FFP;ONLINE
2022-05-06 00:00:00;2022-05-13 00:00:00;AD;740;OVB;BQS;ВВЛ;;OFFLINE
2022-03-27 00:00:00;2022-05-23 00:00:00;AD;400;MOW;AER;ВВЛ;FFP;ONLINE
2022-04-01 00:00:00;2022-05-16 00:00:00;AD;590;NJC;MOW;ВВЛ;FFP;OFFLINE
2022-03-27 00:00:00;2022-05-15 00:00:00;AD;380;MMK;MOW;ВВЛ;;OFFLINE
2022-03-27 00:00:00;2022-05-27 00:00:00;AD;420;MRV;MOW;ВВЛ;;ONLINE
2022-03-31 00:00:00;2022-05-17 00:00:00;AD;570;OVB;AER;ВВЛ;FFP;ONLINE
2022-03-31 00:00:00;2022-05-02 00:00:00;AD;140;ULY;OVB;ВВЛ;FFP;ONLINE
2022-03-31 00:00:00;2022-05-04 00:00:00;INF;0;MOW;TOF;ВВЛ;;ONLINE
2022-03-16 00:00:00;2022-05-18 00:00:00;AD;440;MOW;AER;ВВЛ;;OFFLINE
2022-03-29 00:00:00;2022-05-07 00:00:00;AD;500;AER;MOW;ВВЛ;FFP;OFFLINE
2022-03-31 00:00:00;2022-05-10 00:00:00;CHD;490;OVB;MOW;ВВЛ;FFP;ONLINE
2022-03-22 00:00:00;2022-05-18 00:00:00;AD;520;OVB;AER;ВВЛ;FFP;ONLINE
2022-03-22 00:00:00;2022-05-09 00:00:00;AD;330;MOW;UFA;ВВЛ;;OFFLINE
2022-04-04 00:00:00;2022-05-05 00:00:00;AD;770;MOW;IKT;ВВЛ;FFP;OFFLINE
2022-03-31 00:00:00;2022-05-19 00:00:00;AD;340;MRV;MOW;ВВЛ;FFP;ONLINE
2022-03-28 00:00:00;2022-05-07 00:00:00;AD;340;OVB;NJC;ВВЛ;FFP;ONLINE
2022-04-28 00:00:00;2022-05-19 00:00:00;AD;460;MOW;KJA;ВВЛ;;OFFLINE
2022-03-31 00:00:00;2022-05-27 00:00:00;CHD;340;MOW;MRV;ВВЛ;;ONLINE
2022-03-17 00:00:00;2022-05-31 00:00:00;CHD;470;AER;OVB;ВВЛ;;OFFLINE
2022-03-22 00:00:00;2022-05-05 00:00:00;AD;510;KGD;MOW;ВВЛ;FFP;ONLINE
2022-03-31 00:00:00;2022-05-08 00:00:00;AD;230;OVB;OMS;ВВЛ;FFP;ONLINE
2022-03-31 00:00:00;2022-05-30 00:00:00;CHD;440;KHV;IKT;ВВЛ;;ONLINE
2022-03-29 00:00:00;2022-05-03 00:00:00;AD;500;OVB;AER;ВВЛ;FFP;ONLINE
2022-03-29 00:00:00;2022-05-10 00:00:00;AD;560;LED;OVB;ВВЛ;;OFFLINE
2022-03-31 00:00:00;2022-05-01 00:00:00;AD;640;BTK;MOW;ВВЛ;FFP;ONLINE
2022-03-17 00:00:00;2022-05-05 00:00:00;AD;330;MOW;KGD;ВВЛ;FFP;ONLINE
2022-04-01 00:00:00;2022-05-11 00:00:00;AD;530;OVB;KHV;ВВЛ;FFP;OFFLINE
2022-05-25 00:00:00;2022-05-26 00:00:00;AD;430;LED;OVB;ВВЛ;FFP;ONLINE
2022-03-31 00:00:00;2022-05-17 00:00:00;AD;560;UUD;MOW;ВВЛ;;ONLINE
2022-03-29 00:00:00;2022-05-10 00:00:00;AD;250;OVB;SGC;ВВЛ;FFP;ONLINE
2022-04-01 00:00:00;2022-05-07 00:00:00;AD;1420;LED;IKT;ВВЛ;FFP;OFFLINE
2022-03-28 00:00:00;2022-05-28 00:00:00;AD;460;OVB;KUF;ВВЛ;FFP;ONLINE
2022-03-31 00:00:00;2022-05-14 00:00:00;CHD;450;ABA;MOW;ВВЛ;;ONLINE
2022-04-01 00:00:00;2022-05-10 00:00:00;AD;460;MOW;OMS;ВВЛ;FFP;ONLINE
2022-03-29 00:00:00;2022-05-14 00:00:00;AD;540;IKT;MOW;ВВЛ;FFP;ONLINE
2022-04-01 00:00:00;2022-05-15 00:00:00;CHD;310;ABA;OVB;ВВЛ;;ONLINE
2022-04-21 00:00:00;2022-05-10 00:00:00;AD;320;MOW;KGD;ВВЛ;;OFFLINE
2022-03-29 00:00:00;2022-05-31 00:00:00;CHD;270;PEE;MOW;ВВЛ;FFP;ONLINE
2022-04-05 00:00:00;2022-05-15 00:00:00;AD;330;MOW;AER;ВВЛ;FFP;ONLINE
2022-03-29 00:00:00;2022-05-02 00:00:00;AD;560;UUD;MOW;ВВЛ;FFP;ONLINE
2022-03-29 00:00:00;2022-05-08 00:00:00;AD;490;MOW;OVB;ВВЛ;FFP;ONLINE
2022-04-07 00:00:00;2022-05-05 00:00:00;AD;680;AER;IKT;ВВЛ;;OFFLINE
2022-03-29 00:00:00;2022-05-07 00:00:00;AD;410;MOW;OVB;ВВЛ;FFP;ONLINE
2022-03-29 00:00:00;2022-05-10 00:00:00;AD;500;OVB;LED;ВВЛ;FFP;ONLINE
2022-03-29 00:00:00;2022-05-11 00:00:00;AD;540;AER;OVB;ВВЛ;FFP;ONLINE
2022-03-18 00:00:00;2022-05-23 00:00:00;AD;530;UUS;OVB;ВВЛ;FFP;ONLINE
2022-03-29 00:00:00;2022-05-16 00:00:00;AD;350;KZN;OVB;ВВЛ;;ONLINE
2022-03-29 00:00:00;2022-05-04 00:00:00;AD;390;MOW;ASF;ВВЛ;;OFFLINE
2022-03-29 00:00:00;2022-05-01 00:00:00;CHD;220;LED;MOW;ВВЛ;;OFFLINE
2022-04-12 00:00:00;2022-05-12 00:00:00;INF;0;OVB;CEK;ВВЛ;;OFFLINE
2022-03-29 00:00:00;2022-05-13 00:00:00;AD;300;PEE;MOW;ВВЛ;FFP;ONLINE
2022-03-11 00:00:00;2022-05-01 00:00:00;AD;300;KUF;MOW;ВВЛ;;ONLINE
2022-03-29 00:00:00;2022-05-12 00:00:00;AD;500;MOW;ABA;ВВЛ;;ONLINE
2022-03-29 00:00:00;2022-05-25 00:00:00;AD;320;OVB;BTK;ВВЛ;FFP;ONLINE
2022-04-01 00:00:00;2022-05-10 00:00:00;AD;440;KZN;MOW;ВВЛ;FFP;OFFLINE
2022-03-29 00:00:00;2022-05-14 00:00:00;AD;380;MOW;RTW;ВВЛ;;ONLINE
2022-03-24 00:00:00;2022-05-16 00:00:00;AD;470;MOW;OGZ;ВВЛ;;ONLINE
2022-03-18 00:00:00;2022-05-09 00:00:00;CHD;180;IKT;OVB;ВВЛ;;ONLINE
2022-03-21 00:00:00;2022-05-10 00:00:00;AD;310;PEE;MOW;ВВЛ;FFP;ONLINE
2022-03-21 00:00:00;2022-05-16 00:00:00;AD;620;AER;OVB;ВВЛ;;OFFLINE
2022-04-02 00:00:00;2022-05-02 00:00:00;AD;440;OMS;MOW;ВВЛ;FFP;OFFLINE
2022-03-24 00:00:00;2022-05-07 00:00:00;AD;520;BAX;MOW;ВВЛ;FFP;ONLINE
2022-04-22 00:00:00;2022-05-06 00:00:00;AD;470;OVB;LED;ВВЛ;;OFFLINE
2022-04-26 00:00:00;2022-05-16 00:00:00;AD;560;NJC;MOW;ВВЛ;;OFFLINE
2022-04-02 00:00:00;2022-05-08 00:00:00;AD;340;UUD;OVB;ВВЛ;;ONLINE
2022-04-04 00:00:00;2022-05-02 00:00:00;AD;220;KJA;OVB;ВВЛ;;OFFLINE
2022-03-30 00:00:00;2022-05-05 00:00:00;AD;370;CEK;MOW;ВВЛ;;ONLINE
2022-04-02 00:00:00;2022-05-22 00:00:00;AD;430;OGZ;MOW;ВВЛ;;OFFLINE
2022-03-29 00:00:00;2022-05-09 00:00:00;INF;0;UUS;OVB;ВВЛ;;ONLINE
2022-04-02 00:00:00;2022-05-02 00:00:00;AD;440;MCX;OVB;ВВЛ;FFP;ONLINE
2022-03-22 00:00:00;2022-05-04 00:00:00;AD;340;UFA;MOW;ВВЛ;;OFFLINE
2022-04-01 00:00:00;2022-05-24 00:00:00;CHD;370;MOW;OMS;ВВЛ;;ONLINE
2022-03-30 00:00:00;2022-05-09 00:00:00;AD;490;MOW;OVB;ВВЛ;;ONLINE
2022-03-30 00:00:00;2022-05-06 00:00:00;AD;560;KJA;MOW;ВВЛ;FFP;ONLINE
2022-03-24 00:00:00;2022-05-11 00:00:00;AD;200;MOW;LED;ВВЛ;;OFFLINE
2022-03-30 00:00:00;2022-05-30 00:00:00;AD;570;LED;IKT;ВВЛ;FFP;ONLINE
2022-04-11 00:00:00;2022-05-11 00:00:00;AD;380;OVB;GRV;ВВЛ;;OFFLINE
2022-03-19 00:00:00;2022-05-03 00:00:00;AD;270;MOW;UFA;ВВЛ;;ONLINE
2022-03-22 00:00:00;2022-05-02 00:00:00;AD;280;UFA;MOW;ВВЛ;FFP;ONLINE
2022-04-24 00:00:00;2022-05-30 00:00:00;AD;560;OVB;VVO;ВВЛ;;OFFLINE
2022-04-02 00:00:00;2022-05-18 00:00:00;AD;300;VOG;MOW;ВВЛ;FFP;OFFLINE
2022-03-30 00:00:00;2022-05-28 00:00:00;AD;280;MOW;KUF;ВВЛ;FFP;ONLINE
2022-03-22 00:00:00;2022-05-02 00:00:00;AD;380;MRV;MOW;ВВЛ;FFP;ONLINE
2022-04-27 00:00:00;2022-05-10 00:00:00;AD;700;MOW;HTA;ВВЛ;;OFFLINE
2022-03-30 00:00:00;2022-05-21 00:00:00;AD;300;MOW;KUF;ВВЛ;;ONLINE
2022-03-22 00:00:00;2022-05-01 00:00:00;AD;510;MOW;OMS;ВВЛ;;ONLINE
2022-03-25 00:00:00;2022-05-05 00:00:00;AD;550;ABA;MOW;ВВЛ;;OFFLINE
2022-04-10 00:00:00;2022-05-10 00:00:00;AD;530;MOW;IKT;ВВЛ;FFP;OFFLINE
2022-03-30 00:00:00;2022-05-02 00:00:00;AD;870;NSK;MOW;ВВЛ;FFP;ONLINE
2022-03-25 00:00:00;2022-05-06 00:00:00;AD;310;UFA;MOW;ВВЛ;;OFFLINE
2022-03-30 00:00:00;2022-05-10 00:00:00;AD;430;TJM;OVB;ВВЛ;;ONLINE
2022-04-28 00:00:00;2022-05-23 00:00:00;AD;690;PKC;IKT;ВВЛ;;OFFLINE
2022-03-23 00:00:00;2022-05-09 00:00:00;AD;590;BQS;MOW;ВВЛ;;OFFLINE
2022-03-30 00:00:00;2022-05-18 00:00:00;AD;420;MOW;KZN;ВВЛ;;OFFLINE
2022-04-28 00:00:00;2022-05-27 00:00:00;AD;590;IKT;MOW;ВВЛ;FFP;OFFLINE
2022-03-21 00:00:00;2022-05-06 00:00:00;AD;450;LED;OVB;ВВЛ;FFP;ONLINE
2022-03-30 00:00:00;2022-05-21 00:00:00;AD;500;OVB;KGD;ВВЛ;FFP;ONLINE
2022-04-15 00:00:00;2022-05-06 00:00:00;AD;600;MOW;KJA;ВВЛ;;OFFLINE
2022-05-06 00:00:00;2022-05-14 00:00:00;AD;700;MOW;YKS;ВВЛ;;OFFLINE
2022-04-01 00:00:00;2022-05-06 00:00:00;AD;920;MOW;BQS;ВВЛ;;OFFLINE
2022-04-05 00:00:00;2022-05-11 00:00:00;AD;880;MOW;HTA;ВВЛ;;OFFLINE
2022-05-06 00:00:00;2022-05-12 00:00:00;AD;660;BAX;MOW;ВВЛ;;OFFLINE
2022-03-15 00:00:00;2022-05-07 00:00:00;AD;460;OVB;LED;ВВЛ;;ONLINE
2022-04-06 00:00:00;2022-05-03 00:00:00;AD;770;OVB;AER;ВВЛ;FFP;ONLINE
2022-03-31 00:00:00;2022-05-19 00:00:00;AD;510;BTK;MOW;ВВЛ;;ONLINE
2022-03-31 00:00:00;2022-05-29 00:00:00;AD;640;BAX;MOW;ВВЛ;;ONLINE
2022-03-21 00:00:00;2022-05-25 00:00:00;AD;530;MOW;NOZ;ВВЛ;FFP;ONLINE
2022-03-31 00:00:00;2022-05-17 00:00:00;AD;360;MRV;MOW;ВВЛ;;ONLINE
2022-03-31 00:00:00;2022-05-01 00:00:00;AD;530;MRV;OVB;ВВЛ;FFP;ONLINE
2022-05-06 00:00:00;2022-05-13 00:00:00;AD;350;BQS;OVB;ВВЛ;;OFFLINE
2022-04-05 00:00:00;2022-05-10 00:00:00;AD;260;VVO;UUS;ВВЛ;FFP;ONLINE
2022-04-05 00:00:00;2022-05-08 00:00:00;AD;280;AER;MOW;ВВЛ;FFP;ONLINE
2022-04-21 00:00:00;2022-05-22 00:00:00;AD;400;VOG;MOW;ВВЛ;;OFFLINE
2022-04-04 00:00:00;2022-05-20 00:00:00;AD;300;KUF;MOW;ВВЛ;;ONLINE
2022-03-31 00:00:00;2022-05-01 00:00:00;AD;940;HTA;MOW;ВВЛ;FFP;ONLINE
2022-03-26 00:00:00;2022-05-02 00:00:00;AD;350;UFA;MOW;ВВЛ;FFP;ONLINE
2022-03-27 00:00:00;2022-05-12 00:00:00;AD;350;MOW;KGD;ВВЛ;FFP;ONLINE
2022-03-31 00:00:00;2022-05-06 00:00:00;AD;360;OVB;UUD;ВВЛ;FFP;ONLINE
2022-05-12 00:00:00;2022-05-19 00:00:00;AD;400;MOW;KZN;ВВЛ;;OFFLINE
2022-03-31 00:00:00;2022-05-01 00:00:00;AD;310;OVB;CEK;ВВЛ;FFP;ONLINE
2022-03-14 00:00:00;2022-05-01 00:00:00;AD;320;OVB;SGC;ВВЛ;FFP;ONLINE
2022-03-26 00:00:00;2022-05-09 00:00:00;AD;390;MOW;PEZ;ВВЛ;;OFFLINE
2022-03-31 00:00:00;2022-05-17 00:00:00;CHD;380;MOW;OVB;ВВЛ;;ONLINE
2022-04-01 00:00:00;2022-05-08 00:00:00;AD;420;MOW;KUF;ВВЛ;FFP;ONLINE
2022-03-24 00:00:00;2022-05-13 00:00:00;AD;210;MRV;MOW;ВВЛ;;ONLINE
2022-03-31 00:00:00;2022-05-10 00:00:00;AD;330;OVB;ABA;ВВЛ;FFP;ONLINE
2022-04-05 00:00:00;2022-05-07 00:00:00;AD;540;AER;IWA;ВВЛ;;OFFLINE
2022-03-25 00:00:00;2022-05-03 00:00:00;CHD;220;MOW;CEK;ВВЛ;;ONLINE
2022-03-31 00:00:00;2022-05-11 00:00:00;AD;510;OVB;YKS;ВВЛ;FFP;ONLINE
2022-05-20 00:00:00;2022-05-23 00:00:00;AD;690;MOW;AER;ВВЛ;;OFFLINE
2022-03-31 00:00:00;2022-05-03 00:00:00;AD;730;MOW;NSK;ВВЛ;FFP;OFFLINE
2022-04-02 00:00:00;2022-05-17 00:00:00;AD;410;OVB;MOW;ВВЛ;FFP;ONLINE
2022-04-11 00:00:00;2022-05-05 00:00:00;AD;820;MOW;TAS;МВЛ;;OFFLINE
2022-05-05 00:00:00;2022-05-09 00:00:00;AD;460;VVO;UUD;ВВЛ;;OFFLINE
2022-03-26 00:00:00;2022-05-02 00:00:00;CHD;550;MOW;UUD;ВВЛ;;ONLINE
2022-05-04 00:00:00;2022-05-08 00:00:00;AD;300;MOW;KZN;ВВЛ;FFP;OFFLINE
2022-03-31 00:00:00;2022-05-09 00:00:00;AD;430;MOW;TOF;ВВЛ;FFP;ONLINE
2022-03-16 00:00:00;2022-05-15 00:00:00;AD;440;MOW;AER;ВВЛ;;ONLINE
2022-04-12 00:00:00;2022-05-03 00:00:00;AD;310;MOW;KGD;ВВЛ;;OFFLINE
2022-03-27 00:00:00;2022-05-22 00:00:00;AD;430;OVB;LED;ВВЛ;;ONLINE
2022-03-31 00:00:00;2022-05-02 00:00:00;AD;490;OGZ;MOW;ВВЛ;FFP;OFFLINE
2022-03-16 00:00:00;2022-05-20 00:00:00;AD;540;AER;IKT;ВВЛ;FFP;ONLINE
2022-04-05 00:00:00;2022-05-05 00:00:00;AD;490;MOW;OGZ;ВВЛ;;ONLINE
2022-05-14 00:00:00;2022-05-23 00:00:00;AD;390;OVB;CEK;ВВЛ;;OFFLINE
2022-04-06 00:00:00;2022-05-04 00:00:00;AD;630;OVB;LED;ВВЛ;;OFFLINE
2022-04-08 00:00:00;2022-05-18 00:00:00;AD;800;MOW;NSK;ВВЛ;;OFFLINE
2022-03-28 00:00:00;2022-05-13 00:00:00;AD;470;TOF;MOW;ВВЛ;FFP;ONLINE
2022-04-15 00:00:00;2022-05-08 00:00:00;AD;220;KGD;MOW;ВВЛ;;ONLINE
2022-04-01 00:00:00;2022-05-29 00:00:00;AD;580;AER;IKT;ВВЛ;FFP;ONLINE
2022-04-05 00:00:00;2022-05-10 00:00:00;AD;410;BQS;OVB;ВВЛ;;OFFLINE
2022-04-06 00:00:00;2022-05-24 00:00:00;AD;430;MOW;AER;ВВЛ;FFP;ONLINE
2022-04-01 00:00:00;2022-05-19 00:00:00;AD;250;MOW;UFA;ВВЛ;;OFFLINE
2022-04-01 00:00:00;2022-05-03 00:00:00;AD;410;OVB;MOW;ВВЛ;FFP;ONLINE
2022-04-01 00:00:00;2022-05-21 00:00:00;AD;380;MCX;MOW;ВВЛ;FFP;ONLINE
2022-04-06 00:00:00;2022-05-12 00:00:00;AD;440;MOW;LBD;МВЛ;;OFFLINE
2022-03-23 00:00:00;2022-05-14 00:00:00;AD;910;NSK;MOW;ВВЛ;;OFFLINE
2022-04-14 00:00:00;2022-05-03 00:00:00;AD;540;KHV;OVB;ВВЛ;;OFFLINE
2022-03-25 00:00:00;2022-05-09 00:00:00;AD;390;OVB;MOW;ВВЛ;FFP;OFFLINE
2022-04-01 00:00:00;2022-05-11 00:00:00;AD;290;MOW;UFA;ВВЛ;;ONLINE
2022-03-28 00:00:00;2022-05-28 00:00:00;AD;1560;GRV;MOW;ВВЛ;FFP;ONLINE
2022-04-01 00:00:00;2022-05-19 00:00:00;AD;290;OVB;KUF;ВВЛ;;ONLINE
2022-03-29 00:00:00;2022-05-01 00:00:00;AD;480;AER;OVB;ВВЛ;FFP;ONLINE
2022-03-28 00:00:00;2022-05-12 00:00:00;AD;390;ABA;OVB;ВВЛ;;ONLINE
2022-03-28 00:00:00;2022-05-11 00:00:00;AD;340;KZN;OVB;ВВЛ;;OFFLINE
2022-03-28 00:00:00;2022-05-22 00:00:00;AD;630;MRV;MOW;ВВЛ;;OFFLINE
2022-04-06 00:00:00;2022-05-01 00:00:00;AD;530;IKT;MOW;ВВЛ;;ONLINE
2022-04-01 00:00:00;2022-05-10 00:00:00;AD;500;IKT;MOW;ВВЛ;FFP;ONLINE
2022-03-17 00:00:00;2022-05-04 00:00:00;AD;90;OVB;KEJ;ВВЛ;FFP;ONLINE
2022-03-22 00:00:00;2022-05-04 00:00:00;AD;550;OVB;AER;ВВЛ;;OFFLINE
2022-03-29 00:00:00;2022-05-16 00:00:00;AD;270;OVB;IJK;ВВЛ;FFP;ONLINE
2022-03-29 00:00:00;2022-05-08 00:00:00;CHD;470;AER;OVB;ВВЛ;FFP;ONLINE
2022-04-25 00:00:00;2022-05-15 00:00:00;AD;580;BAX;MOW;ВВЛ;;OFFLINE
2022-04-06 00:00:00;2022-05-13 00:00:00;AD;1620;AER;MOW;ВВЛ;;ONLINE
2022-03-17 00:00:00;2022-05-22 00:00:00;CHD;470;AER;OVB;ВВЛ;FFP;ONLINE
2022-03-29 00:00:00;2022-05-01 00:00:00;AD;570;TLK;OVB;ВВЛ;FFP;ONLINE
2022-04-19 00:00:00;2022-05-23 00:00:00;AD;470;MOW;OGZ;ВВЛ;;OFFLINE
2022-03-29 00:00:00;2022-05-08 00:00:00;AD;520;MCX;MOW;ВВЛ;FFP;ONLINE
2022-04-02 00:00:00;2022-05-02 00:00:00;AD;470;NUX;MOW;ВВЛ;;ONLINE
2022-04-06 00:00:00;2022-05-29 00:00:00;AD;470;MOW;KJA;ВВЛ;;ONLINE
2022-03-29 00:00:00;2022-05-09 00:00:00;AD;520;MOW;OVB;ВВЛ;FFP;ONLINE
2022-04-06 00:00:00;2022-05-06 00:00:00;AD;490;MOW;NOZ;ВВЛ;;ONLINE
2022-04-02 00:00:00;2022-05-07 00:00:00;AD;480;MOW;NJC;ВВЛ;;ONLINE
2022-04-02 00:00:00;2022-05-25 00:00:00;AD;600;OVB;KGD;ВВЛ;;ONLINE
2022-04-07 00:00:00;2022-05-04 00:00:00;CHD;280;MOW;AER;ВВЛ;;ONLINE
2022-03-26 00:00:00;2022-05-31 00:00:00;AD;170;LED;MOW;ВВЛ;;ONLINE
2022-03-29 00:00:00;2022-05-01 00:00:00;AD;440;MOW;MMK;ВВЛ;;ONLINE
2022-04-07 00:00:00;2022-05-08 00:00:00;AD;530;LED;OVB;ВВЛ;;ONLINE
2022-04-07 00:00:00;2022-05-09 00:00:00;AD;530;OVB;MRV;ВВЛ;;OFFLINE
2022-03-29 00:00:00;2022-05-26 00:00:00;AD;370;MOW;MRV;ВВЛ;;ONLINE
2022-04-07 00:00:00;2022-05-16 00:00:00;AD;530;MCX;OVB;ВВЛ;FFP;ONLINE
2022-03-29 00:00:00;2022-05-03 00:00:00;CHD;370;OMS;MOW;ВВЛ;;ONLINE
2022-03-26 00:00:00;2022-05-01 00:00:00;AD;590;MOW;UUD;ВВЛ;;ONLINE
2022-04-28 00:00:00;2022-05-09 00:00:00;AD;910;FRU;OVB;МВЛ;FFP;OFFLINE
2022-04-02 00:00:00;2022-05-08 00:00:00;AD;300;KZN;MOW;ВВЛ;FFP;OFFLINE
2022-04-02 00:00:00;2022-05-03 00:00:00;CHD;220;LED;MOW;ВВЛ;;ONLINE
2022-03-26 00:00:00;2022-05-29 00:00:00;AD;200;LED;MOW;ВВЛ;FFP;OFFLINE
