Region_id;Country_id;Item_id;Sales Channel;Order ID;Pay Date;Units Sold;Unit Price;Unit Cost
7;50;6;1;27320;13.03.2021;7409;9.33;6.92
6;104;10;1;98481;12.03.2021;7290;47.45;31.79
4;177;5;1;58983;22.03.2021;4326;437.20;263.33
5;72;2;2;30863;25.03.2021;551;255.28;159.42
4;92;3;1;53188;29.03.2021;5034;421.89;364.69
2;173;3;1;37057;15.03.2021;8874;421.89;364.69
1;114;4;1;80599;16.03.2021;199;205.70;117.11
7;80;11;2;63976;07.03.2021;9172;152.58;97.44
4;154;12;2;54380;24.03.2021;2984;109.28;35.84
3;43;6;2;81035;07.03.2021;860;9.33;6.92
7;95;4;1;90196;01.03.2021;9054;205.70;117.11
7;41;9;1;80148;25.03.2021;5852;81.73;56.67
4;94;6;2;56209;26.03.2021;6572;9.33;6.92
7;55;8;1;75729;22.03.2021;8562;651.21;524.96
1;70;8;1;23086;20.03.2021;6202;651.21;524.96
4;121;7;1;14692;02.03.2021;5903;154.06;90.93
3;33;6;1;83989;03.03.2021;1108;9.33;6.92
7;153;6;1;46450;11.03.2021;7291;9.33;6.92
5;109;7;1;84582;28.03.2021;6956;154.06;90.93
4;49;7;1;72919;26.03.2021;4639;154.06;90.93
4;73;2;1;73030;05.03.2021;1908;255.28;159.42
4;68;2;2;18512;06.03.2021;2361;255.28;159.42
7;48;4;2;29996;20.03.2021;6628;205.70;117.11
7;95;12;2;10144;12.03.2021;7371;109.28;35.84
5;141;9;1;48646;21.03.2021;4281;81.73;56.67
3;137;12;1;17227;11.03.2021;9083;109.28;35.84
1;31;11;2;64642;02.03.2021;531;152.58;97.44
5;141;10;2;31677;15.03.2021;9412;47.45;31.79
6;104;6;2;36149;19.03.2021;3542;9.33;6.92
1;146;11;1;67907;03.03.2021;2771;152.58;97.44
4;132;11;2;33831;13.03.2021;3978;152.58;97.44
1;84;2;2;72832;28.03.2021;6075;255.28;159.42
7;39;7;1;60852;28.03.2021;5003;154.06;90.93
5;3;8;2;15865;20.03.2021;8737;651.21;524.96
4;139;6;1;52876;23.03.2021;2281;9.33;6.92
7;24;5;1;68921;07.03.2021;2672;437.20;263.33
5;11;10;2;58067;11.03.2021;3976;47.45;31.79
5;83;11;1;66413;20.03.2021;2293;152.58;97.44
4;128;7;2;57089;27.03.2021;752;154.06;90.93
4;158;12;1;45257;16.03.2021;4515;109.28;35.84
4;7;7;1;53107;23.03.2021;5774;154.06;90.93
3;136;4;1;64864;26.03.2021;8752;205.70;117.11
7;103;7;1;71784;19.03.2021;4705;154.06;90.93
2;44;11;2;27151;27.03.2021;6918;152.58;97.44
4;147;1;2;71284;09.03.2021;5709;668.27;502.54
7;174;9;2;36531;19.03.2021;3426;81.73;56.67
2;124;8;2;32272;11.03.2021;9450;651.21;524.96
4;59;12;1;39918;20.03.2021;5192;109.28;35.84
5;72;6;2;47911;06.03.2021;9093;9.33;6.92
4;68;8;2;96725;12.03.2021;1628;651.21;524.96
4;19;11;1;53865;25.03.2021;302;152.58;97.44
5;123;1;1;18868;07.03.2021;4650;668.27;502.54
7;58;7;2;98300;20.03.2021;1240;154.06;90.93
4;132;10;2;90760;21.03.2021;8671;47.45;31.79
5;150;12;1;71878;04.03.2021;2572;109.28;35.84
7;174;12;2;79315;29.03.2021;605;109.28;35.84
3;169;2;2;67763;27.03.2021;7461;255.28;159.42
3;42;6;2;43947;28.03.2021;9866;9.33;6.92
5;72;3;1;21621;27.03.2021;1573;421.89;364.69
7;102;7;2;66571;13.03.2021;8369;154.06;90.93
5;170;3;2;71614;17.03.2021;3070;421.89;364.69
1;179;9;2;71600;04.03.2021;527;81.73;56.67
6;27;5;1;18408;28.03.2021;2617;437.20;263.33
4;59;9;1;95948;23.03.2021;3254;81.73;56.67
2;116;5;1;45165;15.03.2021;3379;437.20;263.33
6;27;6;1;19031;29.03.2021;5965;9.33;6.92
7;29;4;1;87550;28.03.2021;1018;205.70;117.11
2;113;1;2;12760;14.03.2021;573;668.27;502.54
5;74;5;1;13728;12.03.2021;3699;437.20;263.33
5;71;8;1;91551;06.03.2021;1494;651.21;524.96
1;111;8;1;74361;15.03.2021;2087;651.21;524.96
2;173;11;2;22318;12.03.2021;5640;152.58;97.44
4;49;1;2;92615;08.03.2021;9345;668.27;502.54
4;132;6;2;44475;05.03.2021;2425;9.33;6.92
1;155;7;1;94153;10.03.2021;1137;154.06;90.93
7;157;8;2;59936;24.03.2021;3765;651.21;524.96
7;110;11;2;37140;13.03.2021;5627;152.58;97.44
7;103;2;2;83114;20.03.2021;4072;255.28;159.42
5;11;5;1;82239;28.03.2021;3480;437.20;263.33
1;120;8;2;60925;28.03.2021;261;651.21;524.96
1;120;4;2;52614;16.03.2021;7859;205.70;117.11
3;125;10;1;52781;01.03.2021;1747;47.45;31.79
7;5;4;1;63930;04.03.2021;4429;205.70;117.11
7;151;6;1;50598;21.03.2021;442;9.33;6.92
4;94;8;2;74351;06.03.2021;1354;651.21;524.96
4;37;5;1;68788;11.03.2021;762;437.20;263.33
1;12;6;1;64540;10.03.2021;9297;9.33;6.92
7;64;2;2;54267;18.03.2021;9620;255.28;159.42
4;49;6;1;37662;07.03.2021;1423;9.33;6.92
4;9;2;2;66449;09.03.2021;6430;255.28;159.42
3;61;10;2;19381;19.03.2021;3396;47.45;31.79
5;10;2;1;97246;27.03.2021;3106;255.28;159.42
5;122;9;2;57861;03.03.2021;3379;81.73;56.67
2;81;1;1;71074;18.03.2021;4063;668.27;502.54
7;144;7;1;43765;09.03.2021;2038;154.06;90.93
4;100;8;1;24846;06.03.2021;6214;651.21;524.96
4;129;11;2;70259;12.03.2021;2535;152.58;97.44
7;23;7;1;17977;14.03.2021;8974;154.06;90.93
5;74;12;1;73006;23.03.2021;536;109.28;35.84
2;168;8;1;42381;30.03.2021;4256;651.21;524.96
4;133;5;2;10170;26.03.2021;4203;437.20;263.33
7;184;6;2;22471;21.03.2021;6475;9.33;6.92
2;168;6;2;42414;10.03.2021;4202;9.33;6.92
5;170;7;2;85162;22.03.2021;2545;154.06;90.93
3;169;12;1;82905;16.03.2021;3696;109.28;35.84
1;120;1;2;19867;10.03.2021;1880;668.27;502.54
7;5;5;1;67304;21.03.2021;8350;437.20;263.33
3;66;6;1;88502;29.03.2021;6393;9.33;6.92
4;105;11;1;43777;02.03.2021;6327;152.58;97.44
4;154;1;1;35479;15.03.2021;499;668.27;502.54
3;76;12;2;82987;11.03.2021;8291;109.28;35.84
4;148;8;2;77713;24.03.2021;1112;651.21;524.96
5;74;1;2;98099;10.03.2021;7407;668.27;502.54
7;5;1;1;94619;13.03.2021;7647;668.27;502.54
4;4;4;2;24776;11.03.2021;9338;205.70;117.11
4;14;5;2;78109;19.03.2021;2016;437.20;263.33
4;49;7;2;91183;16.03.2021;2249;154.06;90.93
2;101;1;1;42598;26.03.2021;8634;668.27;502.54
1;70;3;1;97984;10.03.2021;6803;421.89;364.69
4;93;1;1;25001;04.03.2021;4416;668.27;502.54
4;14;6;2;48342;01.03.2021;6165;9.33;6.92
7;55;4;1;84731;17.03.2021;8775;205.70;117.11
4;9;5;1;57923;24.03.2021;5999;437.20;263.33
5;183;2;1;33703;11.03.2021;3625;255.28;159.42
4;121;3;2;84889;30.03.2021;4469;421.89;364.69
4;154;4;1;66329;06.03.2021;3381;205.70;117.11
4;128;7;2;19905;18.03.2021;2239;154.06;90.93
5;171;9;2;39525;06.03.2021;4956;81.73;56.67
5;130;7;2;46134;28.03.2021;2473;154.06;90.93
3;42;12;2;12705;10.03.2021;7765;109.28;35.84
2;101;5;1;99242;23.03.2021;835;437.20;263.33
7;89;3;1;67782;06.03.2021;3721;421.89;364.69
1;31;2;2;47393;16.03.2021;5489;255.28;159.42
4;94;3;1;39171;26.03.2021;7239;421.89;364.69
5;1;10;1;51249;14.03.2021;7099;47.45;31.79
4;2;2;1;53786;14.03.2021;5232;255.28;159.42
5;150;1;2;23975;27.03.2021;8830;668.27;502.54
4;91;7;1;81040;16.03.2021;7115;154.06;90.93
4;143;11;1;81236;09.03.2021;6344;152.58;97.44
1;155;8;2;22849;23.03.2021;4803;651.21;524.96
4;14;9;2;91195;28.03.2021;7808;81.73;56.67
2;101;12;1;73625;23.03.2021;2708;109.28;35.84
4;56;4;1;34517;22.03.2021;3883;205.70;117.11
7;32;12;2;90283;04.03.2021;7745;109.28;35.84
3;42;2;2;94365;28.03.2021;7735;255.28;159.42
4;121;1;1;42237;23.03.2021;9328;668.27;502.54
5;11;10;2;26404;01.03.2021;5028;47.45;31.79
4;139;8;2;11401;14.03.2021;9371;651.21;524.96
4;177;4;2;58797;14.03.2021;3925;205.70;117.11
4;40;9;2;12190;26.03.2021;2288;81.73;56.67
4;38;9;1;82209;04.03.2021;5091;81.73;56.67
7;103;3;1;81516;16.03.2021;4994;421.89;364.69
4;159;4;2;99804;16.03.2021;1689;205.70;117.11
2;173;3;1;98795;29.03.2021;6901;421.89;364.69
5;150;5;2;47245;27.03.2021;9385;437.20;263.33
1;182;7;1;55940;05.03.2021;9925;154.06;90.93
2;113;5;1;62698;02.03.2021;6341;437.20;263.33
7;112;1;1;57366;17.03.2021;8480;668.27;502.54
4;35;4;1;36825;24.03.2021;3222;205.70;117.11
7;140;2;2;49986;19.03.2021;9479;255.28;159.42
5;176;9;1;62791;11.03.2021;3192;81.73;56.67
5;176;8;2;93214;21.03.2021;2336;651.21;524.96
2;116;8;2;76260;15.03.2021;1916;651.21;524.96
4;56;10;1;88965;15.03.2021;8966;47.45;31.79
7;119;9;1;35397;05.03.2021;7556;81.73;56.67
7;26;10;2;51653;10.03.2021;3783;47.45;31.79
3;33;7;2;10864;28.03.2021;777;154.06;90.93
1;152;4;1;18192;15.03.2021;3700;205.70;117.11
1;114;8;1;95827;19.03.2021;4744;651.21;524.96
4;175;8;1;47995;27.03.2021;8132;651.21;524.96
3;16;6;1;45950;18.03.2021;5120;9.33;6.92
4;59;11;1;42977;20.03.2021;8993;152.58;97.44
4;105;5;1;89395;26.03.2021;70;437.20;263.33
5;10;2;1;17552;04.03.2021;697;255.28;159.42
4;54;6;1;26828;02.03.2021;256;9.33;6.92
7;26;7;1;98634;27.03.2021;158;154.06;90.93
5;170;5;2;41412;17.03.2021;8845;437.20;263.33
1;18;2;2;75637;06.03.2021;6790;255.28;159.42
4;37;3;1;68812;21.03.2021;1499;421.89;364.69
4;100;10;1;30475;18.03.2021;2507;47.45;31.79
2;126;9;2;67192;22.03.2021;6382;81.73;56.67
4;143;1;1;67562;29.03.2021;1723;668.27;502.54
7;157;8;1;17215;23.03.2021;4159;651.21;524.96
2;173;1;2;43813;21.03.2021;1352;668.27;502.54
2;173;1;1;12046;02.03.2021;7994;668.27;502.54
2;168;5;1;18640;18.03.2021;809;437.20;263.33
4;129;2;2;77349;16.03.2021;3551;255.28;159.42
7;80;10;2;73959;22.03.2021;2007;47.45;31.79
7;39;1;1;81288;02.03.2021;8994;668.27;502.54
2;44;1;1;44184;11.03.2021;9360;668.27;502.54
4;115;9;2;94526;30.03.2021;4986;81.73;56.67
5;109;12;1;56227;13.03.2021;9783;109.28;35.84
3;165;1;2;30229;01.03.2021;4693;668.27;502.54
7;29;8;2;79505;22.03.2021;2689;651.21;524.96
5;160;8;1;94060;14.03.2021;3777;651.21;524.96
7;26;9;1;15930;09.03.2021;9993;81.73;56.67
2;8;2;2;64182;17.03.2021;404;255.28;159.42
7;34;12;1;59916;23.03.2021;6109;109.28;35.84
5;183;9;1;11261;22.03.2021;5237;81.73;56.67
3;65;8;1;68379;22.03.2021;7950;651.21;524.96
5;90;10;2;28461;30.03.2021;1440;47.45;31.79
4;91;12;1;10731;18.03.2021;4931;109.28;35.84
2;8;3;1;51444;05.03.2021;4677;421.89;364.69
4;82;9;1;58887;01.03.2021;8966;81.73;56.67
7;112;9;2;38376;20.03.2021;3113;81.73;56.67
1;172;9;2;47260;08.03.2021;4468;81.73;56.67
3;62;5;2;59920;11.03.2021;7411;437.20;263.33
4;105;6;1;12766;28.03.2021;8353;9.33;6.92
5;74;5;1;29241;16.03.2021;736;437.20;263.33
4;40;1;1;14818;27.03.2021;34;668.27;502.54
7;47;2;1;62002;26.03.2021;8751;255.28;159.42
1;182;12;2;45330;13.03.2021;1424;109.28;35.84
7;26;10;1;26368;06.03.2021;9621;47.45;31.79
4;91;4;1;28716;27.03.2021;6939;205.70;117.11
7;131;4;2;83003;07.03.2021;4009;205.70;117.11
2;44;5;1;91890;15.03.2021;3492;437.20;263.33
7;48;4;2;55070;25.03.2021;5081;205.70;117.11
7;55;4;1;24267;19.03.2021;498;205.70;117.11
2;101;1;1;58234;05.03.2021;8499;668.27;502.54
5;78;11;1;87759;14.03.2021;9870;152.58;97.44
7;55;10;2;50659;24.03.2021;2428;47.45;31.79
7;88;10;2;26783;07.03.2021;6022;47.45;31.79
7;118;10;1;13009;05.03.2021;7531;47.45;31.79
4;53;11;1;58250;14.03.2021;5868;152.58;97.44
1;164;9;1;38448;04.03.2021;6974;81.73;56.67
7;174;12;2;61576;18.03.2021;8823;109.28;35.84
7;95;6;1;62640;07.03.2021;6420;9.33;6.92
7;88;3;1;28675;30.03.2021;6801;421.89;364.69
5;183;6;2;43749;15.03.2021;4033;9.33;6.92
4;181;11;1;63961;25.03.2021;4215;152.58;97.44
5;123;1;2;52440;27.03.2021;477;668.27;502.54
2;52;2;1;24347;02.03.2021;7980;255.28;159.42
3;43;6;2;91875;08.03.2021;8917;9.33;6.92
1;79;7;2;59248;23.03.2021;7510;154.06;90.93
6;60;3;1;97720;15.03.2021;5016;421.89;364.69
5;72;9;1;70577;08.03.2021;4719;81.73;56.67
4;148;12;2;28138;01.03.2021;6938;109.28;35.84
7;153;3;2;72750;24.03.2021;4020;421.89;364.69
1;172;10;1;43794;20.03.2021;5347;47.45;31.79
2;101;3;2;12680;06.03.2021;2329;421.89;364.69
4;73;10;2;57851;04.03.2021;3408;47.45;31.79
4;100;9;1;39780;29.03.2021;9058;81.73;56.67
4;94;5;1;95973;03.03.2021;6785;437.20;263.33
3;76;11;2;55966;11.03.2021;6123;152.58;97.44
7;17;2;1;26326;17.03.2021;3641;255.28;159.42
1;111;11;2;75651;08.03.2021;7937;152.58;97.44
7;96;3;2;99572;19.03.2021;4641;421.89;364.69
3;76;10;1;45749;26.03.2021;1414;47.45;31.79
7;55;7;2;48875;06.03.2021;2948;154.06;90.93
4;7;7;1;25674;08.03.2021;5968;154.06;90.93
7;28;4;2;79901;11.03.2021;4228;205.70;117.11
4;57;2;1;97341;24.03.2021;3513;255.28;159.42
1;120;2;1;60812;01.03.2021;6643;255.28;159.42
4;93;3;1;95163;25.03.2021;8464;421.89;364.69
4;148;4;1;62273;11.03.2021;858;205.70;117.11
5;141;5;1;56054;20.03.2021;7735;437.20;263.33
2;113;6;2;87449;01.03.2021;37;9.33;6.92
7;153;7;1;39429;13.03.2021;739;154.06;90.93
3;65;11;1;72002;09.03.2021;9844;152.58;97.44
3;137;12;1;37202;01.03.2021;9390;109.28;35.84
7;156;6;2;64097;23.03.2021;8444;9.33;6.92
1;114;5;2;63786;05.03.2021;8103;437.20;263.33
4;121;3;2;44399;15.03.2021;6499;421.89;364.69
1;21;10;2;66096;13.03.2021;3792;47.45;31.79
5;141;7;2;16071;23.03.2021;7175;154.06;90.93
4;129;6;2;13546;18.03.2021;5871;9.33;6.92
4;94;7;2;94777;06.03.2021;6135;154.06;90.93
7;41;10;1;78050;24.03.2021;6253;47.45;31.79
4;100;1;1;58681;24.03.2021;1543;668.27;502.54
4;75;12;1;94021;12.03.2021;9354;109.28;35.84
2;8;3;1;68448;01.03.2021;4064;421.89;364.69
5;122;2;1;98374;18.03.2021;2086;255.28;159.42
7;134;3;1;37242;18.03.2021;6862;421.89;364.69
4;4;11;1;60524;18.03.2021;3864;152.58;97.44
4;67;5;2;80726;27.03.2021;5600;437.20;263.33
7;145;6;1;62383;24.03.2021;6603;9.33;6.92
7;185;10;1;67064;20.03.2021;8442;47.45;31.79
6;60;11;2;28367;22.03.2021;4715;152.58;97.44
5;10;12;2;66922;28.03.2021;6053;109.28;35.84
1;114;2;2;85389;21.03.2021;5116;255.28;159.42
1;70;7;2;83462;11.03.2021;1597;154.06;90.93
3;36;10;2;22863;17.03.2021;7219;47.45;31.79
7;32;6;1;52348;20.03.2021;738;9.33;6.92
4;15;3;2;12704;04.03.2021;2939;421.89;364.69
3;65;11;1;21746;17.03.2021;1639;152.58;97.44
7;96;7;1;69324;26.03.2021;6688;154.06;90.93
4;94;4;1;62319;19.03.2021;4966;205.70;117.11
7;163;11;1;49640;29.03.2021;5383;152.58;97.44
1;120;1;1;87230;28.03.2021;3881;668.27;502.54
3;66;6;1;13064;12.03.2021;8435;9.33;6.92
7;28;6;1;32145;07.03.2021;4050;9.33;6.92
4;4;7;2;41510;22.03.2021;7761;154.06;90.93
7;58;4;1;35227;04.03.2021;3636;205.70;117.11
4;105;11;2;59393;14.03.2021;7773;152.58;97.44
2;81;5;1;77140;16.03.2021;3302;437.20;263.33
7;144;5;2;13627;22.03.2021;5385;437.20;263.33
5;1;6;1;71048;22.03.2021;6214;9.33;6.92
3;135;8;1;53625;07.03.2021;13;651.21;524.96
3;13;10;1;42615;21.03.2021;8036;47.45;31.79
1;152;9;1;81303;30.03.2021;3569;81.73;56.67
3;66;8;2;40006;23.03.2021;6931;651.21;524.96
7;5;6;2;21073;22.03.2021;468;9.33;6.92
2;149;11;2;43884;14.03.2021;3563;152.58;97.44
5;171;12;2;89850;30.03.2021;7625;109.28;35.84
3;33;11;2;57414;08.03.2021;1096;152.58;97.44
7;167;8;2;77049;29.03.2021;4452;651.21;524.96
3;36;2;2;16259;25.03.2021;5196;255.28;159.42
7;153;2;1;64582;05.03.2021;2864;255.28;159.42
4;105;1;2;58584;07.03.2021;4024;668.27;502.54
7;55;5;2;66865;30.03.2021;7275;437.20;263.33
7;88;12;1;75053;06.03.2021;8247;109.28;35.84
4;38;8;2;30810;27.03.2021;4600;651.21;524.96
3;36;5;1;68829;21.03.2021;1027;437.20;263.33
3;135;12;1;15833;24.03.2021;4252;109.28;35.84
2;173;6;2;65577;17.03.2021;8029;9.33;6.92
1;12;6;2;13847;25.03.2021;8145;9.33;6.92
4;108;3;2;23461;04.03.2021;7417;421.89;364.69
2;116;8;1;39267;28.03.2021;694;651.21;524.96
3;62;12;1;13145;30.03.2021;9855;109.28;35.84
4;35;12;1;39006;06.03.2021;8812;109.28;35.84
4;93;10;2;37793;05.03.2021;8507;47.45;31.79
1;162;8;2;72479;20.03.2021;1913;651.21;524.96
1;77;3;1;33069;16.03.2021;9037;421.89;364.69
7;20;5;1;41599;18.03.2021;1913;437.20;263.33
7;184;1;2;47137;11.03.2021;9609;668.27;502.54
4;181;11;2;50781;10.03.2021;3223;152.58;97.44
7;28;9;1;60661;01.03.2021;887;81.73;56.67
4;139;1;1;46939;25.03.2021;2760;668.27;502.54
4;38;2;2;76806;14.03.2021;6035;255.28;159.42
3;42;10;2;89486;24.03.2021;9936;47.45;31.79
2;149;7;1;31235;19.03.2021;718;154.06;90.93
1;182;3;1;80337;10.03.2021;6666;421.89;364.69
1;98;2;1;62112;20.03.2021;3099;255.28;159.42
7;29;2;1;33907;14.03.2021;7364;255.28;159.42
4;15;10;2;60101;30.03.2021;3842;47.45;31.79
1;85;11;2;77108;10.03.2021;8944;152.58;97.44
3;16;2;2;28368;12.03.2021;6112;255.28;159.42
4;7;6;1;89355;05.03.2021;820;9.33;6.92
1;84;1;1;82574;12.03.2021;5573;668.27;502.54
3;169;2;1;62562;25.03.2021;4906;255.28;159.42
5;90;5;1;90885;03.03.2021;388;437.20;263.33
7;47;12;1;11143;20.03.2021;5617;109.28;35.84
7;20;9;1;33965;14.03.2021;1222;81.73;56.67
4;37;4;2;62013;12.03.2021;9865;205.70;117.11
4;82;12;2;94978;13.03.2021;1238;109.28;35.84
4;132;10;2;94585;01.03.2021;7066;47.45;31.79
6;60;4;2;29587;18.03.2021;6102;205.70;117.11
4;133;7;1;10773;11.03.2021;9133;154.06;90.93
6;60;10;2;65958;17.03.2021;3976;47.45;31.79
7;156;10;2;94991;21.03.2021;480;47.45;31.79
1;84;7;1;94753;14.03.2021;5525;154.06;90.93
4;158;2;2;24154;11.03.2021;8022;255.28;159.42
1;77;2;1;29137;30.03.2021;3913;255.28;159.42
4;75;11;1;37676;11.03.2021;1173;152.58;97.44
3;137;3;2;74775;22.03.2021;4805;421.89;364.69
7;118;7;2;37470;29.03.2021;1846;154.06;90.93
4;37;4;2;99829;09.03.2021;6363;205.70;117.11
4;82;4;1;37951;13.03.2021;4455;205.70;117.11
7;131;11;1;84965;02.03.2021;9252;152.58;97.44
7;144;3;2;76032;21.03.2021;5916;421.89;364.69
7;63;3;2;33345;07.03.2021;6637;421.89;364.69
4;14;12;1;31128;15.03.2021;5641;109.28;35.84
7;5;9;1;60635;13.03.2021;4181;81.73;56.67
2;173;12;2;75153;04.03.2021;5545;109.28;35.84
7;99;7;2;34999;10.03.2021;49;154.06;90.93
4;158;4;1;42521;06.03.2021;42;205.70;117.11
7;157;10;1;27100;20.03.2021;4903;47.45;31.79
3;125;6;1;60146;15.03.2021;6045;9.33;6.92
7;112;10;1;40102;08.03.2021;1910;47.45;31.79
4;106;7;2;97442;13.03.2021;2970;154.06;90.93
7;99;2;2;99670;04.03.2021;6732;255.28;159.42
5;87;6;1;56323;08.03.2021;2730;9.33;6.92
5;170;3;1;73968;01.03.2021;7533;421.89;364.69
4;143;1;1;41203;12.03.2021;9739;668.27;502.54
7;110;6;2;33659;22.03.2021;4978;9.33;6.92
1;111;2;2;88997;02.03.2021;911;255.28;159.42
4;132;5;2;71908;25.03.2021;2231;437.20;263.33
1;84;8;1;79117;14.03.2021;5661;651.21;524.96
4;54;1;2;34379;10.03.2021;4956;668.27;502.54
7;30;12;1;93479;03.03.2021;5902;109.28;35.84
7;163;5;1;59235;19.03.2021;1316;437.20;263.33
3;16;1;1;56497;25.03.2021;6048;668.27;502.54
7;80;1;2;37142;03.03.2021;1977;668.27;502.54
4;129;9;2;95083;09.03.2021;3014;81.73;56.67
2;81;11;2;61263;22.03.2021;101;152.58;97.44
4;100;1;1;88654;21.03.2021;6213;668.27;502.54
6;27;7;2;67261;11.03.2021;1354;154.06;90.93
7;166;12;1;29122;08.03.2021;7560;109.28;35.84
2;180;6;2;13302;20.03.2021;3898;9.33;6.92
1;25;1;1;20901;14.03.2021;1468;668.27;502.54
1;12;11;2;60049;18.03.2021;8399;152.58;97.44
1;18;9;1;10906;05.03.2021;4852;81.73;56.67
4;143;12;1;30666;11.03.2021;8020;109.28;35.84
7;63;11;2;58551;14.03.2021;7126;152.58;97.44
3;61;9;2;40818;22.03.2021;8426;81.73;56.67
3;62;6;1;65750;26.03.2021;204;9.33;6.92
7;95;3;2;48667;15.03.2021;7779;421.89;364.69
1;98;3;2;46917;20.03.2021;8500;421.89;364.69
7;48;9;2;34880;16.03.2021;6746;81.73;56.67
2;138;10;1;38966;13.03.2021;8928;47.45;31.79
4;56;1;2;92618;05.03.2021;8488;668.27;502.54
4;56;12;2;11311;25.03.2021;901;109.28;35.84
7;103;6;2;67548;17.03.2021;8671;9.33;6.92
4;159;11;1;45865;24.03.2021;6335;152.58;97.44
3;165;9;1;97831;24.03.2021;5459;81.73;56.67
2;180;10;2;67044;26.03.2021;9643;47.45;31.79
5;160;1;2;74134;02.03.2021;9516;668.27;502.54
3;66;6;2;21762;26.03.2021;7739;9.33;6.92
7;99;7;2;89619;06.03.2021;4005;154.06;90.93
4;94;5;1;59431;07.03.2021;37;437.20;263.33
4;100;4;2;79952;09.03.2021;4591;205.70;117.11
7;30;8;1;81967;13.03.2021;8452;651.21;524.96
4;177;6;2;93294;03.03.2021;9438;9.33;6.92
1;31;1;1;13783;30.03.2021;7397;668.27;502.54
7;63;12;2;20312;28.03.2021;9210;109.28;35.84
5;72;8;1;71794;27.03.2021;3787;651.21;524.96
1;114;3;2;44169;18.03.2021;7070;421.89;364.69
5;123;12;2;45413;23.03.2021;7035;109.28;35.84
7;20;10;1;10529;30.03.2021;8684;47.45;31.79
4;121;3;2;16555;28.03.2021;9055;421.89;364.69
2;81;6;1;57556;08.03.2021;2215;9.33;6.92
4;93;3;2;89633;01.03.2021;4263;421.89;364.69
3;6;1;2;75915;22.03.2021;8327;668.27;502.54
7;185;2;1;31562;06.03.2021;9571;255.28;159.42
4;128;11;2;68768;02.03.2021;185;152.58;97.44
1;21;6;2;81756;25.03.2021;4393;9.33;6.92
7;102;7;2;61781;29.03.2021;3451;154.06;90.93
2;173;4;2;52129;28.03.2021;645;205.70;117.11
1;152;8;1;13117;28.03.2021;6292;651.21;524.96
4;93;5;2;47094;14.03.2021;2740;437.20;263.33
7;144;5;2;83441;17.03.2021;9369;437.20;263.33
1;98;10;1;13567;30.03.2021;7591;47.45;31.79
5;1;6;2;95916;11.03.2021;5848;9.33;6.92
1;70;3;2;10960;18.03.2021;4614;421.89;364.69
1;114;6;2;76206;07.03.2021;1393;9.33;6.92
3;36;12;2;31189;27.03.2021;5721;109.28;35.84
1;172;3;1;72476;05.03.2021;4167;421.89;364.69
4;2;8;1;88667;22.03.2021;5328;651.21;524.96
2;52;10;2;65390;15.03.2021;4834;47.45;31.79
7;184;11;1;40308;19.03.2021;348;152.58;97.44
4;94;7;1;58112;25.03.2021;6560;154.06;90.93
6;104;5;2;35526;15.03.2021;195;437.20;263.33
7;63;7;2;76305;29.03.2021;5007;154.06;90.93
4;133;7;1;66236;23.03.2021;6783;154.06;90.93
4;93;4;2;78135;23.03.2021;8341;205.70;117.11
5;160;2;1;56851;25.03.2021;4527;255.28;159.42
1;25;1;2;44264;29.03.2021;7224;668.27;502.54
7;17;3;2;44285;04.03.2021;341;421.89;364.69
4;175;10;2;67857;28.03.2021;4821;47.45;31.79
7;88;4;2;87953;23.03.2021;3638;205.70;117.11
1;107;7;2;84578;03.03.2021;6796;154.06;90.93
7;174;9;2;89769;09.03.2021;6332;81.73;56.67
1;182;4;1;52592;26.03.2021;1313;205.70;117.11
3;33;1;1;64146;25.03.2021;2838;668.27;502.54
4;68;7;1;42561;14.03.2021;9037;154.06;90.93
3;46;12;1;47999;21.03.2021;70;109.28;35.84
7;29;12;1;57651;20.03.2021;3131;109.28;35.84
1;25;10;2;10742;24.03.2021;7442;47.45;31.79
4;9;2;1;33525;22.03.2021;9259;255.28;159.42
1;182;5;1;34288;21.03.2021;6867;437.20;263.33
3;36;5;2;18348;15.03.2021;5585;437.20;263.33
4;175;5;2;43053;08.03.2021;2760;437.20;263.33
5;160;3;1;82783;26.03.2021;2774;421.89;364.69
2;51;5;1;73949;03.03.2021;2036;437.20;263.33
5;87;9;2;49994;04.03.2021;3989;81.73;56.67
4;143;3;1;96391;26.03.2021;4107;421.89;364.69
3;135;4;1;35646;20.03.2021;4895;205.70;117.11
4;100;2;1;12294;29.03.2021;888;255.28;159.42
2;138;5;1;87903;29.03.2021;3655;437.20;263.33
4;37;6;2;16071;19.03.2021;6794;9.33;6.92
7;156;10;1;97428;30.03.2021;934;47.45;31.79
2;126;1;2;54635;09.03.2021;8738;668.27;502.54
4;14;5;1;67386;30.03.2021;9896;437.20;263.33
4;106;3;2;97403;14.03.2021;6134;421.89;364.69
4;73;7;1;23441;28.03.2021;6205;154.06;90.93
1;12;9;1;46286;17.03.2021;896;81.73;56.67
3;16;12;1;13756;12.03.2021;8025;109.28;35.84
5;130;1;1;95700;01.03.2021;7439;668.27;502.54
6;60;8;2;18997;07.03.2021;6019;651.21;524.96
2;8;10;2;12558;26.03.2021;2676;47.45;31.79
5;90;5;1;42326;30.03.2021;3352;437.20;263.33
1;162;12;2;36275;25.03.2021;6022;109.28;35.84
